document,src,alt,width,height,actual_width,actual_height,bytes,missing,srcset,sizes,css
.next/server/app/blog.html,/blog/drywall-repair-before-painting-oakville-featured.png,Drywall Repair Before Painting in Oakville: What to Fix Before You Repaint,,,1536,1024,2334254,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-before-selling-home-oakville-featured.png,"Drywall Repair Before Selling a Home in Oakville: Walls, Ceilings & Move-Out Damage",,,1550,1014,2141851,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-tape-repair-oakville-featured.png,"Drywall Tape Repair in Oakville: Bubbling Tape, Open Seams & Cracked Joints",,,1536,1024,2112550,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/corner-bead-drywall-repair-oakville-featured.png,"Corner Bead Drywall Repair in Oakville: Dented Corners, Cracked Edges & Clean Re-Finishing",,,1536,1024,2112434,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-before-painting-burlington-featured.png,Drywall Repair Before Painting in Burlington: What to Fix Before You Repaint,,,1536,1024,2233597,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-before-selling-home-burlington-featured.png,"Drywall Repair Before Selling a Home in Burlington: Walls, Ceilings & Move-Out Damage",,,1536,1024,2168343,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-tape-repair-burlington-featured.png,"Drywall Tape Repair in Burlington: Bubbling Tape, Open Seams & Cracked Joints",,,1536,1024,2235866,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/corner-bead-drywall-repair-burlington-featured.png,"Corner Bead Drywall Repair in Burlington: Dented Corners, Cracked Edges & Clean Re-Finishing",,,1536,1024,2023791,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-before-painting-ancaster-featured.png,Drywall Repair Before Painting in Ancaster: What to Fix Before You Repaint,,,1536,1024,2063402,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-before-selling-home-ancaster-featured.png,"Drywall Repair Before Selling a Home in Ancaster: Walls, Ceilings & Move-Out Damage",,,1536,1024,2008685,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-tape-repair-ancaster-featured.png,"Drywall Tape Repair in Ancaster: Bubbling Tape, Open Seams & Cracked Joints",,,1536,1024,2327062,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/corner-bead-drywall-repair-ancaster-featured.png,"Corner Bead Drywall Repair in Ancaster: Dented Corners, Cracked Edges & Clean Re-Finishing",,,1536,1024,2269789,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-before-painting-grimsby-featured.png,Drywall Repair Before Painting in Grimsby: What to Fix Before You Repaint,,,1536,1024,2248345,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-before-selling-home-grimsby-featured.png,"Drywall Repair Before Selling a Home in Grimsby: Walls, Ceilings & Move-Out Damage",,,1536,1024,2014050,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-tape-repair-grimsby-featured.png,"Drywall Tape Repair in Grimsby: Bubbling Tape, Open Seams & Cracked Joints",,,1536,1024,2303044,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/corner-bead-drywall-repair-grimsby-featured.png,"Corner Bead Drywall Repair in Grimsby: Dented Corners, Cracked Edges & Clean Re-Finishing",,,1536,1024,2252014,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-burlington-intent.png,"Ceiling Drywall Repair in Burlington: Leaks, Plumbing Cutouts and Cracks",,,1672,941,1779884,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-after-electrical-plumbing-mississauga.png,Drywall Repair After Plumbing or Electrical Work,,,1672,941,1805745,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/gallery/drywall-repair/drywall-repair-service00005.webp,"Basement Drywall Repair in Hamilton: Moisture, Plumbing Holes and Ceiling Patches",,,148,320,25001,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-burlington-intent.png,"Basement Drywall Repair in Burlington: Leaks, Cutouts and Ceiling Patches",,,1672,941,1779884,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/gallery/drywall-repair/drywall-repair-service00005.webp,"Basement Drywall Repair in Milton: New Builds, Leaks and Ceiling Patches",,,148,320,25001,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-crack-repair-mississauga.png,Ceiling Crack Repair: Why Drywall Cracks Come Back After Painting,,,1672,941,1850798,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/services/popcorn-ceiling-removal/3.webp,"Popcorn Ceiling Removal Cost in the GTA: 2026 Price Guide for Toronto, Mississauga, Oakville, Burlington & Hamilton",,,380,507,71046,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/popcorn-ceiling-removal-mistakes-damaged-ceiling.png,7 Popcorn Ceiling Removal Mistakes That Make the Final Ceiling Look Worse,,,1536,1024,2952106,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-mistakes-show-through-paint.png,Drywall Repair Mistakes That Show Through Paint,,,1536,1024,2242304,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/popcorn-ceiling-removal-rental-tools-prep.png,Before You Rent Popcorn Ceiling Removal Tools: What to Know First,,,1536,1024,2358048,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/scraping-alone-not-smooth-ceiling.png,Why Scraping Alone Does Not Create a Smooth Ceiling,,,1536,1024,2367001,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/popcorn-ceiling-removal-timeline-small-bedroom-prep.png,"How Long Does Popcorn Ceiling Removal Take? Real Timeline by Room Size, Paint, Repairs & Finish Level",,,1536,1024,2672212,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/painted-popcorn-ceiling-before-removal.png,Can Painted Popcorn Ceilings Be Removed? Why It Costs More and What Homeowners Should Expect,,,1536,1024,2943011,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/grimsby-popcorn-ceiling-painted-featured.png,Painted vs Unpainted Popcorn Ceiling Removal in Grimsby,,,1672,941,2594184,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/grimsby-popcorn-ceiling-condo-featured.png,Condo Popcorn Ceiling Removal in Grimsby,,,1672,941,2484493,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/grimsby-popcorn-ceiling-pot-lights-featured.png,Popcorn Ceiling Removal With Pot Lights in Grimsby,,,1672,941,2307691,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/grimsby-popcorn-ceiling-asbestos-featured.png,Asbestos and Popcorn Ceilings in Grimsby: What to Check Before Removal,,,1672,941,2172764,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/grimsby-popcorn-ceiling-skim-featured.png,Why Skim Coating Matters After Popcorn Ceiling Removal in Grimsby,,,1672,941,2070911,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/ancaster-popcorn-ceiling-painted-featured.png,Painted vs Unpainted Popcorn Ceiling Removal in Ancaster,,,1672,941,2395626,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/ancaster-popcorn-ceiling-condo-featured.png,Condo Popcorn Ceiling Removal in Ancaster,,,1672,941,2443211,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/ancaster-popcorn-ceiling-pot-lights-featured.png,Popcorn Ceiling Removal With Pot Lights in Ancaster,,,1672,941,2270972,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/ancaster-popcorn-ceiling-asbestos-featured.png,Asbestos and Popcorn Ceilings in Ancaster: What to Check Before Removal,,,1672,941,2030854,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/ancaster-popcorn-ceiling-skim-featured.png,Why Skim Coating Matters After Popcorn Ceiling Removal in Ancaster,,,1672,941,1971614,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/burlington-popcorn-ceiling-painted-featured.png,Painted vs Unpainted Popcorn Ceiling Removal in Burlington,,,1672,941,2397071,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/burlington-popcorn-ceiling-condo-featured.png,Condo Popcorn Ceiling Removal in Burlington,,,1672,941,2644547,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/burlington-popcorn-ceiling-pot-lights-featured.png,Popcorn Ceiling Removal With Pot Lights in Burlington,,,1672,941,2128559,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/burlington-popcorn-ceiling-asbestos-featured.png,Asbestos and Popcorn Ceilings in Burlington: What to Check Before Removal,,,1672,941,2614185,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/burlington-popcorn-ceiling-skim-featured.png,Why Skim Coating Matters After Popcorn Ceiling Removal in Burlington,,,1672,941,2074857,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/oakville-popcorn-ceiling-painted-featured.png,Painted vs Unpainted Popcorn Ceiling Removal in Oakville,,,1672,941,2776864,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/oakville-popcorn-ceiling-condo-featured.png,Condo Popcorn Ceiling Removal in Oakville,,,1672,941,2341124,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/oakville-popcorn-ceiling-pot-lights-featured.png,Popcorn Ceiling Removal With Pot Lights in Oakville,,,1672,941,2571438,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/oakville-popcorn-ceiling-asbestos-featured.png,Asbestos and Popcorn Ceilings in Oakville: What to Check Before Removal,,,1672,941,2319643,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/oakville-popcorn-ceiling-skim-featured.png,Why Skim Coating Matters After Popcorn Ceiling Removal in Oakville,,,1672,941,2211832,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/painted-vs-unpainted-popcorn-ceiling-removal-mississauga-featured.png,Painted vs Unpainted Popcorn Ceiling Removal in Mississauga,,,1672,941,2812406,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/condo-popcorn-ceiling-removal-mississauga-featured.png,"Condo Popcorn Ceiling Removal in Mississauga: Square One, City Centre & Port Credit",,,1672,941,2077081,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/popcorn-ceiling-removal-with-pot-lights-mississauga-featured.png,Popcorn Ceiling Removal With Pot Lights in Mississauga,,,1672,941,1817340,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/asbestos-popcorn-ceiling-testing-mississauga-featured.png,Asbestos and Popcorn Ceilings in Mississauga: What to Check Before Removal,,,1672,941,2021561,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/skim-coating-after-popcorn-ceiling-removal-mississauga-featured.png,Why Skim Coating Matters After Popcorn Ceiling Removal in Mississauga,,,1672,941,2529238,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/why-drywall-patches-show-through-paint-featured.png,Why Drywall Patches Show Through Paint,,,1672,941,1800528,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/popcorn-ceiling-removal-quote-checklist.png,"Popcorn Ceiling Removal Quote Checklist: Photos, Access, Repairs, and Finish Scope",,,1672,941,2347713,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/hepa-sanding-containment-smooth-ceiling.png,How HEPA Sanding and Containment Keep Smooth Ceiling Projects Cleaner,,,1672,941,1925997,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/ceiling-leak-repair-smooth-finish.png,Ceiling Leak Repairs Before Smooth Ceiling Finishing,,,1672,941,2146692,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/drywall-repair-cost-mississauga.png,Drywall Repair Cost in Mississauga: What Homeowners Should Know,,,1672,941,1912414,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
.next/server/app/blog.html,/blog/ceiling-drywall-repair-mississauga.png,"Ceiling Drywall Repair in Mississauga After Leaks, Stains & Water Damage",,,1672,941,2031319,False,,,h-full w-full object-cover transition duration-500 group-hover:scale-[1.015]
